ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001950593-24-000002	021-484090               	23-DEC-2024		X0708	D/A	LIVE		
0002028392-24-000003	021-529506               	23-DEC-2024		X0708	D/A	LIVE		
0002005418-24-000001	021-500442               	23-DEC-2024		X0708	D/A	LIVE		
0002036562-24-000001	021-533165               	23-DEC-2024		X0708	D	LIVE		
0001493152-24-051793	021-533164               	23-DEC-2024	2860	X0708	D	LIVE		
0001970230-24-000001	021-533163               	23-DEC-2024		X0708	D	LIVE		
0002006159-24-000001	021-533162               	23-DEC-2024		X0708	D	LIVE		
0001952359-24-000001	021-533161               	23-DEC-2024		X0708	D	LIVE		
0002049275-24-000001	021-533160               	23-DEC-2024		X0708	D	LIVE		
0002044955-24-000001	021-533159               	23-DEC-2024		X0708	D	LIVE		
0000950123-24-012358	021-533158               	23-DEC-2024		X0708	D	LIVE		
0002044856-24-000001	021-533157               	23-DEC-2024		X0708	D	LIVE		
0002037022-24-000001	021-533156               	23-DEC-2024		X0708	D	LIVE		
0002044860-24-000001	021-533155               	23-DEC-2024		X0708	D	LIVE		
0002046059-24-000003	021-533154               	23-DEC-2024		X0708	D	LIVE		
0002017962-24-000002	021-509553               	23-DEC-2024		X0708	D/A	LIVE		
0001137439-24-001603	021-533153               	23-DEC-2024		X0708	D	LIVE		
0000935836-24-000767	021-501816               	23-DEC-2024		X0708	D/A	LIVE		
0002018045-24-000003	021-513756               	23-DEC-2024		X0708	D/A	LIVE		
0000937834-24-000026	021-300027               	23-DEC-2024	6311	X0708	D/A	LIVE		
0001994087-24-000002	021-533152               	23-DEC-2024		X0708	D	LIVE		
0000937834-24-000025	021-472626               	23-DEC-2024		X0708	D/A	LIVE		
0000950123-24-012356	021-533151               	23-DEC-2024		X0708	D	LIVE		
0002046059-24-000002	021-533150               	23-DEC-2024		X0708	D	LIVE		
0000937834-24-000024	021-425193               	23-DEC-2024	6311	X0708	D/A	LIVE		
0001959321-24-000003	021-520164               	23-DEC-2024		X0708	D/A	LIVE		
0001998956-24-000004	021-506980               	23-DEC-2024		X0708	D/A	LIVE		
0002025427-24-000002	021-533149               	23-DEC-2024		X0708	D	LIVE		
0002049480-24-000001	021-533148               	23-DEC-2024		X0708	D	LIVE		
0002037489-24-000005	021-529203               	23-DEC-2024		X0708	D/A	LIVE		
0001995540-24-000001	021-493585               	23-DEC-2024		X0708	D/A	LIVE		
0002042789-24-000002	021-528178               	23-DEC-2024		X0708	D/A	LIVE		
0002000423-24-000001	021-500734               	23-DEC-2024		X0708	D/A	LIVE		
0002037748-24-000004	021-526175               	23-DEC-2024		X0708	D/A	LIVE		
0002048390-24-000003	021-533147               	23-DEC-2024		X0708	D	LIVE		
0002022895-24-000002	021-533146               	23-DEC-2024		X0708	D	LIVE		
0002048943-24-000001	021-533145               	23-DEC-2024		X0708	D	LIVE		
0002049190-24-000002	021-533144               	23-DEC-2024		X0708	D	LIVE		
0002030993-24-000002	021-533143               	23-DEC-2024		X0708	D	LIVE		
0002006753-24-000002	021-501507               	23-DEC-2024		X0708	D/A	LIVE		
0002006752-24-000002	021-501506               	23-DEC-2024		X0708	D/A	LIVE		
0001012975-24-000550	021-533142               	23-DEC-2024		X0708	D	LIVE		
0002006725-24-000002	021-501505               	23-DEC-2024		X0708	D/A	LIVE		
0002006677-24-000002	021-501504               	23-DEC-2024		X0708	D/A	LIVE		
0002006700-24-000002	021-501503               	23-DEC-2024		X0708	D/A	LIVE		
0002021048-24-000001	021-533141               	23-DEC-2024		X0708	D	LIVE		
0001999131-24-000001	021-500680               	23-DEC-2024		X0708	D/A	LIVE		
0001012975-24-000549	021-533140               	23-DEC-2024		X0708	D	LIVE		
0002048863-24-000001	021-533139               	23-DEC-2024		X0708	D	LIVE		
0002045423-24-000003	021-532282               	23-DEC-2024		X0708	D/A	LIVE		
0000898432-24-001044	021-533138               	23-DEC-2024		X0708	D	LIVE		
0002030993-24-000001	021-533137               	23-DEC-2024		X0708	D	LIVE		
0001012975-24-000548	021-533136               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006999	021-533135               	23-DEC-2024		X0708	D	LIVE		
0002047103-24-000002	021-533134               	23-DEC-2024		X0708	D	LIVE		
0001012975-24-000547	021-533133               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006998	021-533132               	23-DEC-2024		X0708	D	LIVE		
0001967479-24-000001	021-533131               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006997	021-533130               	23-DEC-2024		X0708	D	LIVE		
0001012975-24-000546	021-533129               	23-DEC-2024		X0708	D	LIVE		
0000935836-24-000766	021-533128               	23-DEC-2024		X0708	D	LIVE		
0001315863-24-000891	021-500779               	23-DEC-2024		X0708	D/A	LIVE		
0001987994-24-000001	021-533127               	23-DEC-2024		X0708	D	LIVE		
0001945533-24-000002	021-533126               	23-DEC-2024		X0708	D	LIVE		
0001725755-24-000001	021-533125               	23-DEC-2024		X0708	D	LIVE		
0001012975-24-000545	021-533124               	23-DEC-2024		X0708	D	LIVE		
0002048565-24-000002	021-533123               	23-DEC-2024		X0708	D	LIVE		
0001012975-24-000544	021-328796               	23-DEC-2024		X0708	D/A	LIVE		
0002041189-24-000002	021-533122               	23-DEC-2024		X0708	D	LIVE		
0002041189-24-000001	021-533121               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000014	021-533120               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000012	021-533119               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000011	021-533118               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000010	021-533117               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000009	021-533116               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000008	021-533115               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000007	021-533114               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000006	021-533113               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000005	021-533112               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000004	021-533111               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000003	021-533110               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000002	021-533109               	23-DEC-2024		X0708	D	LIVE		
0002048780-24-000001	021-533108               	23-DEC-2024		X0708	D	LIVE		
0002035748-24-000009	021-525503               	23-DEC-2024		X0708	D/A	LIVE		
0002048390-24-000002	021-533107               	23-DEC-2024		X0708	D	LIVE		
0002048390-24-000001	021-533106               	23-DEC-2024		X0708	D	LIVE		
0002048565-24-000001	021-533105               	23-DEC-2024		X0708	D	LIVE		
0002047366-24-000004	021-533104               	23-DEC-2024		X0708	D	LIVE		
0002048537-24-000001	021-533103               	23-DEC-2024		X0708	D	LIVE		
0001315863-24-000890	021-533102               	23-DEC-2024		X0708	D	LIVE		
0002035742-24-000009	021-525492               	23-DEC-2024		X0708	D/A	LIVE		
0001675674-24-000001	021-475636               	23-DEC-2024		X0708	D/A	LIVE		
0002047932-24-000001	021-533101               	23-DEC-2024		X0708	D	LIVE		
0002048355-24-000001	021-533100               	23-DEC-2024		X0708	D	LIVE		
0002011934-24-000010	021-533099               	23-DEC-2024		X0708	D	LIVE		
0002041650-24-000001	021-533098               	23-DEC-2024		X0708	D	LIVE		
0001213900-24-111732	021-533097               	23-DEC-2024		X0708	D	LIVE		
0002045140-24-000001	021-533096               	23-DEC-2024		X0708	D	LIVE		
0002004983-24-000001	021-500649               	23-DEC-2024		X0708	D/A	LIVE		
0001834464-24-000001	021-382229               	23-DEC-2024		X0708	D/A	LIVE		
0001841356-24-000498	021-533095               	23-DEC-2024		X0708	D	LIVE		
0002049655-24-000001	021-533094               	23-DEC-2024		X0708	D	LIVE		
0002048821-24-000001	021-533093               	23-DEC-2024		X0708	D	LIVE		
0002004981-24-000001	021-500644               	23-DEC-2024		X0708	D/A	LIVE		
0002045692-24-000001	021-533092               	23-DEC-2024		X0708	D	LIVE		
0001959346-24-000001	021-468259               	23-DEC-2024		X0708	D/A	LIVE		
0002045958-24-000001	021-533091               	23-DEC-2024		X0708	D	LIVE		
0002047908-24-000001	021-533090               	23-DEC-2024		X0708	D	LIVE		
0002049374-24-000001	021-533089               	23-DEC-2024		X0708	D	LIVE		
0001841356-24-000497	021-533088               	23-DEC-2024		X0708	D	LIVE		
0001516957-24-000004	021-486960               	23-DEC-2024		X0708	D/A	LIVE		
0002046056-24-000004	021-533087               	23-DEC-2024		X0708	D	LIVE		
0002046778-24-000001	021-533086               	23-DEC-2024		X0708	D	LIVE		
0000912282-24-000911	021-533085               	23-DEC-2024		X0708	D	LIVE		
0001813941-24-000002	021-533084               	23-DEC-2024		X0708	D	LIVE		
0002049703-24-000001	021-533083               	23-DEC-2024		X0708	D	LIVE		
0001935307-24-000004	021-533082               	23-DEC-2024		X0708	D	LIVE		
0002046056-24-000003	021-533081               	23-DEC-2024		X0708	D	LIVE		
0001859867-24-000004	021-530387               	23-DEC-2024		X0708	D/A	LIVE		
0002043374-24-000001	021-533080               	23-DEC-2024		X0708	D	LIVE		
0002048575-24-000001	021-533079               	23-DEC-2024		X0708	D	LIVE		
0002049708-24-000001	021-533078               	23-DEC-2024		X0708	D	LIVE		
0002049312-24-000001	021-533077               	23-DEC-2024		X0708	D	LIVE		
0001477932-24-008269	021-533076               	23-DEC-2024		X0708	D	LIVE		
0002048578-24-000001	021-533075               	23-DEC-2024		X0708	D	LIVE		
0002049197-24-000001	021-533074               	23-DEC-2024		X0708	D	LIVE		
0001943025-24-000001	021-533073               	23-DEC-2024		X0708	D	LIVE		
0002010369-24-000003	021-533072               	23-DEC-2024		X0708	D	LIVE		
0002048419-24-000002	021-533071               	23-DEC-2024		X0708	D	LIVE		
0002048114-24-000002	021-533070               	23-DEC-2024		X0708	D	LIVE		
0001437749-24-038258	021-533069               	23-DEC-2024		X0708	D	LIVE		
0002028173-24-000001	021-533068               	23-DEC-2024		X0708	D	LIVE		
0002048072-24-000001	021-533067               	23-DEC-2024		X0708	D	LIVE		
0002049204-24-000001	021-533066               	23-DEC-2024		X0708	D	LIVE		
0002046056-24-000002	021-533065               	23-DEC-2024		X0708	D	LIVE		
0002049659-24-000001	021-533064               	23-DEC-2024		X0708	D	LIVE		
0001886981-24-000001	021-416022               	23-DEC-2024		X0708	D/A	LIVE		
0001992382-24-000001	021-491540               	23-DEC-2024		X0708	D/A	LIVE		
0001371757-24-000001	021-533063               	23-DEC-2024		X0708	D	LIVE		
0002031357-24-000003	021-531416               	23-DEC-2024		X0708	D/A	LIVE		
0002047528-24-000002	021-533062               	23-DEC-2024		X0708	D	LIVE		
0001897631-24-000002	021-532289               	23-DEC-2024		X0708	D/A	LIVE		
0002046056-24-000001	021-533061               	23-DEC-2024		X0708	D	LIVE		
0001991610-24-000002	021-491728               	23-DEC-2024		X0708	D/A	LIVE		
0002049643-24-000002	021-533060               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006996	021-445885               	23-DEC-2024		X0708	D/A	LIVE		
0001742052-24-000001	021-355204               	23-DEC-2024		X0708	D/A	LIVE		
0000950172-24-000469	021-533059               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006995	021-445888               	23-DEC-2024		X0708	D/A	LIVE		
0001640100-24-000004	021-533058               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006994	021-445884               	23-DEC-2024		X0708	D/A	LIVE		
0001921796-24-000002	021-457947               	23-DEC-2024		X0708	D/A	LIVE		
0001689341-24-000004	021-533057               	23-DEC-2024		X0708	D	LIVE		
0001994549-24-000002	021-533056               	23-DEC-2024		X0708	D	LIVE		
0002037380-24-000001	021-533055               	23-DEC-2024		X0708	D	LIVE		
0001837829-24-000001	021-384395               	23-DEC-2024		X0708	D/A	LIVE		
0002043369-24-000003	021-529606               	23-DEC-2024		X0708	D/A	LIVE		
0001888204-24-000007	021-533054               	23-DEC-2024		X0708	D	LIVE		
0002049623-24-000001	021-533053               	23-DEC-2024		X0708	D	LIVE		
0002040771-24-000003	021-533052               	23-DEC-2024		X0708	D	LIVE		
0001682056-24-000003	021-533051               	23-DEC-2024		X0708	D	LIVE		
0001104659-24-131123	021-533050               	23-DEC-2024		X0708	D	LIVE		
0002005425-24-000001	021-500663               	23-DEC-2024		X0708	D/A	LIVE		
0001787582-24-000001	021-533049               	23-DEC-2024		X0708	D	LIVE		
0002042725-24-000001	021-533048               	23-DEC-2024		X0708	D	LIVE		
0002048599-24-000001	021-533047               	23-DEC-2024		X0708	D	LIVE		
0002036558-24-000001	021-533046               	23-DEC-2024		X0708	D	LIVE		
0001566114-24-000111	021-69464                	23-DEC-2024		X0708	D/A	LIVE		
0001566114-24-000110	021-453029               	23-DEC-2024		X0708	D/A	LIVE		
0001566114-24-000109	021-68701                	23-DEC-2024		X0708	D/A	LIVE		
0001692559-24-000001	021-276581               	23-DEC-2024		X0708	D/A	LIVE		
0001566114-24-000108	021-105511               	23-DEC-2024		X0708	D/A	LIVE		
0002044160-24-000002	021-531282               	23-DEC-2024		X0708	D/A	LIVE		
0002037052-24-000001	021-533045               	23-DEC-2024		X0708	D	LIVE		
0002011299-24-000002	021-533044               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006993	021-533043               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006992	021-533042               	23-DEC-2024		X0708	D	LIVE		
0002049507-24-000001	021-533041               	23-DEC-2024		X0708	D	LIVE		
0002049452-24-000001	021-533040               	23-DEC-2024		X0708	D	LIVE		
0000947871-24-001032	021-533039               	23-DEC-2024		X0708	D	LIVE		
0002038076-24-000001	021-533038               	23-DEC-2024		X0708	D	LIVE		
0000947871-24-001030	021-533037               	23-DEC-2024		X0708	D	LIVE		
0001398344-24-023504	021-376996               	23-DEC-2024		X0708	D/A	LIVE		
0002049649-24-000001	021-533036               	23-DEC-2024		X0708	D	LIVE		
0002049463-24-000001	021-533035               	23-DEC-2024		X0708	D	LIVE		
0002049668-24-000001	021-533034               	23-DEC-2024		X0708	D	LIVE		
0002049289-24-000001	021-533033               	23-DEC-2024		X0708	D	LIVE		
0001479577-24-000012	021-533032               	23-DEC-2024		X0708	D	LIVE		
0001062993-24-021098	021-533031               	23-DEC-2024		X0708	D	LIVE		
0001315863-24-000889	021-500762               	23-DEC-2024		X0708	D/A	LIVE		
0001315863-24-000888	021-500761               	23-DEC-2024		X0708	D/A	LIVE		
0002032682-24-000002	021-533030               	23-DEC-2024		X0708	D	LIVE		
0002031894-24-000002	021-533029               	23-DEC-2024		X0708	D	LIVE		
0000902664-24-006984	021-468397               	23-DEC-2024		X0708	D/A	LIVE		
0001104659-24-130980	021-383990               	23-DEC-2024		X0708	D/A	LIVE		
0002049498-24-000002	021-533028               	23-DEC-2024		X0708	D	LIVE		
0002049664-24-000001	021-533017               	23-DEC-2024		X0708	D	LIVE		
0002049664-24-000002	021-533019               	23-DEC-2024		X0708	D	LIVE		
0001839882-24-046567	021-505249               	23-DEC-2024		X0708	D/A	LIVE		
0002046992-24-000001	021-533009               	23-DEC-2024		X0708	D	LIVE		
0002049273-24-000001	021-533007               	23-DEC-2024		X0708	D	LIVE		
0002049624-24-000001	021-533027               	23-DEC-2024		X0708	D	LIVE		
0001062993-24-021093	021-533014               	23-DEC-2024		X0708	D	LIVE		
0001315863-24-000883	021-533008               	23-DEC-2024		X0708	D	LIVE		
0002005371-24-000001	021-501075               	23-DEC-2024		X0708	D/A	LIVE		
0001740742-24-000005	021-533016               	23-DEC-2024	7372	X0708	D	LIVE		
0002007872-24-000001	021-533020               	23-DEC-2024		X0708	D	LIVE		
0001972528-24-000002	021-490156               	23-DEC-2024		X0708	D/A	LIVE		
0001273511-24-000001	021-533026               	23-DEC-2024		X0708	D	LIVE		
0002044746-24-000001	021-533021               	23-DEC-2024		X0708	D	LIVE		
0002049468-24-000001	021-533024               	23-DEC-2024		X0708	D	LIVE		
0002049501-24-000001	021-533015               	23-DEC-2024		X0708	D	LIVE		
0002048320-24-000002	021-533013               	23-DEC-2024		X0708	D	LIVE		
0001653823-24-000004	021-533018               	23-DEC-2024		X0708	D	LIVE		
0002049667-24-000001	021-533025               	23-DEC-2024		X0708	D	LIVE		
0002048252-24-000002	021-533010               	23-DEC-2024		X0708	D	LIVE		
0002044747-24-000001	021-533023               	23-DEC-2024		X0708	D	LIVE		
0002049605-24-000001	021-533022               	23-DEC-2024		X0708	D	LIVE		
0002045272-24-000003	021-530074               	23-DEC-2024		X0708	D/A	LIVE		
0001589065-24-000002	021-204646               	23-DEC-2024		X0708	D/A	LIVE		
0002048320-24-000001	021-533011               	23-DEC-2024		X0708	D	LIVE		
0002048248-24-000002	021-533012               	23-DEC-2024		X0708	D	LIVE		
0002038278-24-000001	021-533006               	20-DEC-2024		X0708	D	LIVE		
0001965787-24-000001	021-476219               	20-DEC-2024		X0708	D/A	LIVE		
0002049645-24-000001	021-533005               	20-DEC-2024		X0708	D	LIVE		
0002049465-24-000002	021-533004               	20-DEC-2024		X0708	D	LIVE		
